1st flr sf,2nd flr sf,3ssn porch,bedroom abvgr,bsmt cond,bsmt exposure,bsmt full bath,bsmt half bath,bsmt qual,bsmt unf sf,bsmtfin sf 1,bsmtfin sf 2,bsmtfin type 1,bsmtfin type 2,central air,condition 1,condition 2,electrical,enclosed porch,exter cond,exter qual,exterior 1st,exterior 2nd,fence,fireplace qu,fireplaces,full bath,functional,garage area,garage cars,garage cond,garage finish,garage qual,garage yr blt,gr liv area,half bath,heating qc,id,kitchen abvgr,kitchen qual,land slope,lot area,lot frontage,lot shape,low qual fin sf,ms subclass,mas vnr area,misc val,mo sold,open porch sf,overall cond,overall qual,pid,paved drive,pool area,pool qc,saleprice,screen porch,street,totrms abvgrd,total bsmt sf,utilities,wood deck sf,year built,year remod/add,yr sold,conditions,exteriors,alley_0,alley_1,alley_2,bldg type_1fam,bldg type_2fmcon,bldg type_duplex,bldg type_twnhs,bldg type_twnhse,foundation_brktil,foundation_cblock,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,garage type_2types,garage type_attchd,garage type_basment,garage type_builtin,garage type_carport,garage type_detchd,garage type_na,heating_gasa,heating_gasw,heating_grav,heating_othw,heating_wall,house style_1.5fin,house style_1.5unf,house style_1story,house style_2.5fin,house style_2.5unf,house style_2story,house style_sfoyer,house style_slvl,land contour_bnk,land contour_hls,land contour_low,land contour_lvl,lot config_corner,lot config_culdsac,lot config_fr2,lot config_fr3,lot config_inside,ms zoning_a (agr),ms zoning_c (all),ms zoning_fv,ms zoning_i (all),ms zoning_rh,ms zoning_rl,ms zoning_rm,mas vnr type_brkcmn,mas vnr type_brkface,mas vnr type_none,mas vnr type_stone,misc feature_elev,misc feature_gar2,misc feature_na,misc feature_othr,misc feature_shed,misc feature_tenc,neighborhood_blmngtn,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker,roof matl_clytile,roof matl_compshg,roof matl_membran,roof matl_tar&grv,roof matl_wdshake,roof matl_wdshngl,roof style_flat,roof style_gable,roof style_gambrel,roof style_hip,roof style_mansard,roof style_shed,sale type_cod,sale type_cwd,sale type_con,sale type_conld,sale type_conli,sale type_conlw,sale type_new,sale type_oth,sale type_wd 
1146,1340,0,5,3,3,1.0,0.0,4,356.0,766.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,4,1,3,8,452.0,2.0,3,3,3,2003.0,2486,1,5,2273,1,4,3,11800,66.95277989337396,3,0,60,94.0,0,7,32,5,7,916477060,2,0,0,279900,0,1,10,1122.0,4,143,2003,2004,2007,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1246,0,0,3,3,1,1.0,0.0,3,0.0,340.0,906.0,2,3,1,1,1,5,0,3,3,12,13,4,0,0,1,8,305.0,1.0,3,2,3,1959.0,1246,1,5,163,1,4,3,7500,75.0,4,0,20,0.0,0,5,0,7,5,535453070,2,0,0,154000,0,1,6,1246.0,4,218,1959,1994,2010,2,25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1444,700,0,4,3,3,0.0,1.0,4,747.0,697.0,0.0,3,1,1,1,1,5,0,3,4,6,11,0,3,2,2,8,389.0,2.0,3,3,3,1958.0,2144,0,4,2116,1,4,2,159000,55.22857142857143,2,0,50,472.0,500,6,98,7,6,906426060,2,0,0,277000,0,1,7,1444.0,4,0,1958,2006,2007,2,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
799,351,0,3,3,1,0.0,0.0,3,569.0,230.0,0.0,2,1,0,1,1,4,0,3,3,12,6,0,3,2,1,5,215.0,1.0,3,1,3,1942.0,1150,0,5,2734,1,3,3,6488,62.0,4,0,50,0.0,0,3,0,5,5,905403050,2,0,0,128000,0,1,6,799.0,4,264,1942,1950,2006,2,18,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1600,0,0,3,3,1,0.0,0.0,4,1566.0,0.0,0.0,1,1,1,1,1,5,0,3,4,13,14,0,4,1,2,8,890.0,3.0,3,2,3,2007.0,1600,0,5,426,1,4,3,14230,110.0,4,0,20,640.0,0,7,56,5,8,528108010,2,0,0,256300,0,1,7,1566.0,4,0,2007,2007,2009,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,525,0,4,4,1,0.0,0.0,3,741.0,189.0,0.0,6,1,1,1,1,5,0,4,3,3,16,0,3,1,2,8,231.0,1.0,3,1,2,1930.0,1755,0,5,2216,1,4,3,7810,110.0,3,0,50,0.0,0,11,40,6,4,909276210,2,0,0,188000,0,1,7,930.0,4,0,1930,2003,2007,2,19,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1800,0,0,3,3,3,1.0,0.0,5,526.0,1274.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,4,1,2,8,765.0,3.0,3,3,3,2002.0,1800,0,5,2900,1,4,3,14331,85.0,4,0,20,630.0,0,5,78,5,8,916475100,2,0,0,312500,0,1,7,1800.0,4,270,2002,2002,2006,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
600,600,0,2,3,1,0.0,0.0,4,600.0,0.0,0.0,1,1,1,1,1,5,0,3,4,7,10,0,0,0,2,8,480.0,2.0,3,2,3,2004.0,1200,1,5,97,1,4,3,3182,30.0,4,0,160,0.0,0,6,172,5,7,533212010,2,0,0,151000,0,1,4,600.0,4,0,2004,2005,2010,2,17,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
765,600,0,2,3,1,1.0,0.0,3,294.0,471.0,0.0,5,1,1,1,1,5,0,3,3,10,11,0,0,0,1,7,440.0,2.0,3,1,3,1971.0,1365,1,5,1680,1,3,3,1920,24.0,4,0,160,376.0,0,8,36,5,5,527451170,2,0,0,122500,0,1,6,765.0,4,240,1971,1971,2007,2,21,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
835,861,0,3,3,2,1.0,0.0,4,200.0,80.0,555.0,6,5,1,1,1,5,0,3,4,13,14,0,0,0,2,8,542.0,2.0,3,2,3,2003.0,1696,1,5,1133,1,4,3,10110,68.0,4,0,60,0.0,0,7,66,5,6,531371070,2,0,0,188000,0,1,7,835.0,4,143,2003,2003,2008,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
945,864,0,3,3,3,0.0,0.0,4,945.0,0.0,0.0,1,1,1,1,1,5,0,3,4,13,14,0,0,0,2,8,638.0,2.0,3,2,3,2005.0,1809,1,5,2761,1,4,3,10984,91.0,3,0,60,0.0,0,5,54,5,7,906394010,2,0,0,209700,0,1,8,945.0,4,144,2005,2006,2006,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2234,0,0,1,4,3,1.0,0.0,5,662.0,1558.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,4,1,1,8,724.0,2.0,3,2,3,2006.0,2234,1,5,1642,1,4,3,14082,85.0,3,0,20,945.0,0,1,80,5,8,527256030,2,0,0,441929,0,1,7,2220.0,4,390,2006,2006,2007,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
886,794,0,3,3,1,0.0,1.0,4,284.0,602.0,0.0,6,1,1,1,1,5,0,3,4,10,11,0,0,0,2,8,474.0,2.0,3,2,3,1993.0,1680,1,5,1141,1,4,3,8480,50.0,3,0,60,120.0,0,10,96,5,6,531382110,2,0,0,163000,0,1,7,886.0,4,144,1993,1994,2008,2,21,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
976,1111,0,5,2,3,0.0,0.0,3,264.0,568.0,0.0,2,1,1,1,1,5,0,3,3,10,11,0,0,0,2,8,444.0,2.0,3,3,3,1966.0,2087,1,4,2118,1,4,3,12205,66.95277989337396,3,0,60,157.0,0,7,168,8,6,906475110,2,0,0,187500,0,1,9,832.0,4,133,1966,2007,2007,2,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1513,0,0,2,3,3,1.0,0.0,4,216.0,1246.0,0.0,6,1,1,0,1,5,0,3,4,13,14,0,3,1,2,8,521.0,2.0,3,3,3,1999.0,1513,0,5,870,1,4,3,15750,90.0,4,0,20,260.0,0,6,34,5,8,907275010,2,0,0,220000,0,1,5,1462.0,4,135,1999,2000,2009,1,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1107,0,0,3,3,1,1.0,0.0,3,437.0,474.0,38.0,5,4,1,1,1,5,0,3,3,7,10,0,0,0,1,8,308.0,1.0,3,2,3,1967.0,1107,0,3,1875,1,4,3,8050,70.0,4,0,20,0.0,0,3,64,6,5,534201040,2,0,0,127000,0,1,5,949.0,4,88,1967,1993,2007,2,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
827,0,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,NA,NA,1,1,1,5,0,3,3,13,14,0,1,1,1,5,392.0,1.0,3,1,3,1967.0,827,0,5,155,1,3,3,7200,60.0,4,0,20,0.0,0,4,0,7,5,535327140,2,0,0,107500,0,1,5,0.0,4,0,1955,2007,2010,2,27,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
742,742,0,3,3,1,0.0,0.0,3,742.0,0.0,0.0,1,1,1,1,1,5,134,3,3,6,9,0,4,1,2,8,0.0,0.0,0,0,0,NA,1484,0,5,1318,1,3,3,6300,35.0,4,0,75,0.0,0,6,291,6,6,902328040,2,0,0,128000,0,1,9,742.0,4,0,1914,2001,2008,2,15,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
764,0,0,2,3,1,0.0,0.0,2,680.0,0.0,0.0,1,1,0,0,1,2,0,3,3,6,6,0,0,0,1,8,504.0,2.0,3,1,3,1965.0,764,0,4,1285,1,3,3,5232,30.0,1,0,30,0.0,0,6,0,5,5,902100030,0,0,0,73000,0,1,4,680.0,4,0,1925,2004,2008,1,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1792,0,0,2,3,3,1.0,0.0,5,225.0,1567.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,4,1,2,8,874.0,3.0,3,3,3,2003.0,1792,0,5,2400,1,5,3,11846,72.0,3,0,20,562.0,0,8,49,5,9,528164040,2,0,0,374000,0,1,6,1792.0,4,206,2003,2004,2006,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1515,1134,0,4,3,2,1.0,0.0,5,404.0,1075.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,3,1,2,8,746.0,3.0,3,3,3,2001.0,2649,1,5,1068,1,4,3,16900,130.0,4,0,60,1110.0,0,1,60,5,8,528178070,2,0,0,421250,0,1,10,1479.0,4,0,2001,2002,2008,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
808,785,0,3,3,1,0.0,0.0,4,808.0,0.0,0.0,1,1,1,1,1,5,0,3,3,13,14,3,3,1,2,8,389.0,2.0,3,2,3,1993.0,1593,1,4,361,1,3,3,9636,83.24555160142349,3,0,60,0.0,0,12,40,5,6,527164060,2,0,0,178000,0,1,7,808.0,4,342,1992,1993,2009,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1181,0,0,3,3,3,1.0,0.0,4,38.0,920.0,180.0,4,3,1,1,1,5,180,3,3,11,12,3,0,0,2,8,588.0,2.0,3,2,3,1974.0,1181,0,3,1493,1,3,3,10012,90.0,4,0,85,0.0,0,4,0,5,4,908128050,2,0,0,137500,0,1,6,1138.0,4,0,1972,1972,2008,2,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,0,0,2,3,3,1.0,0.0,4,672.0,1314.0,0.0,6,1,1,1,1,5,0,3,4,10,11,0,3,1,2,8,691.0,2.0,3,3,3,1994.0,1987,0,5,1110,1,4,3,14303,91.0,3,0,20,554.0,0,8,36,5,8,528390020,2,0,0,301500,0,1,7,1986.0,4,262,1994,1994,2008,2,21,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
647,595,0,3,3,1,0.0,0.0,3,583.0,0.0,0.0,1,1,1,0,1,3,0,3,3,6,6,0,4,1,1,8,180.0,1.0,3,1,2,1926.0,1242,1,4,911,1,3,3,5707,43.0,4,0,70,0.0,0,3,96,6,6,909250080,2,0,0,105000,0,1,6,583.0,4,329,1935,1950,2009,1,12,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
976,0,0,2,3,3,1.0,0.0,3,216.0,760.0,0.0,5,1,1,0,1,5,0,3,3,10,11,0,2,1,1,8,504.0,2.0,3,2,3,1968.0,976,0,3,2535,1,4,3,9360,78.0,4,0,20,203.0,0,8,0,7,6,534201260,2,0,0,157500,0,1,4,976.0,4,94,1968,2004,2006,1,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
969,245,0,2,3,1,0.0,0.0,3,969.0,0.0,0.0,1,1,0,1,1,4,77,3,3,3,2,3,0,0,1,8,216.0,1.0,3,1,3,1920.0,1214,0,3,2030,1,3,3,5680,40.0,4,0,50,0.0,0,9,0,3,5,903430050,0,0,0,117000,0,1,6,969.0,4,0,1901,1950,2007,2,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
864,0,0,3,3,1,0.0,1.0,3,396.0,468.0,0.0,4,1,1,0,1,5,0,3,3,6,6,2,0,0,1,8,336.0,1.0,3,1,3,1962.0,864,0,4,2634,1,3,3,7000,70.0,4,0,20,0.0,0,2,0,6,5,535478090,2,0,0,105000,0,1,5,864.0,4,0,1962,1962,2006,1,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1166,0,0,3,3,1,0.0,0.0,3,1064.0,0.0,0.0,1,1,1,1,1,4,0,3,3,7,10,0,0,0,1,3,240.0,1.0,3,1,3,1936.0,1639,0,5,1530,1,3,3,10480,51.0,4,473,50,0.0,0,3,0,5,6,909256060,2,0,0,115000,0,1,6,1064.0,4,0,1936,1950,2008,2,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1736,0,0,3,3,1,0.0,0.0,5,1736.0,0.0,0.0,1,1,1,1,1,5,0,3,5,13,14,0,4,1,2,8,834.0,3.0,3,2,3,2008.0,1736,0,5,435,1,5,3,11578,95.0,4,0,20,302.0,0,7,90,5,9,528112040,2,0,0,360000,0,1,7,1736.0,4,319,2008,2008,2009,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1535,0,0,4,0,0,0.0,0.0,0,0.0,0.0,0.0,NA,NA,1,1,1,5,0,3,3,11,12,0,0,0,2,8,400.0,2.0,3,1,3,1979.0,1535,0,3,812,2,3,3,7018,64.0,4,0,90,0.0,0,6,0,5,5,906226110,2,0,0,118858,0,1,8,0.0,4,0,1979,1979,2009,2,23,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
800,832,0,4,3,1,0.0,1.0,3,336.0,400.0,64.0,6,3,1,0,1,5,0,3,3,10,11,0,0,0,1,8,484.0,2.0,3,1,3,1966.0,1632,1,4,1202,1,4,3,9130,66.95277989337396,4,0,60,252.0,0,7,40,8,6,534251280,2,0,0,173000,0,1,7,800.0,4,0,1966,2000,2008,1,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
