1st flr sf,2nd flr sf,3ssn porch,alley,bedroom abvgr,bldg type,bsmt cond,bsmt exposure,bsmt full bath,bsmt half bath,bsmt qual,bsmt unf sf,bsmtfin sf 1,bsmtfin sf 2,bsmtfin type 1,bsmtfin type 2,central air,condition 1,condition 2,electrical,enclosed porch,exter cond,exter qual,exterior 1st,exterior 2nd,fence,fireplace qu,fireplaces,foundation,full bath,functional,garage area,garage cars,garage cond,garage finish,garage qual,garage type,garage yr blt,gr liv area,half bath,heating,heating qc,house style,id,kitchen abvgr,kitchen qual,land contour,land slope,lot area,lot config,lot frontage,lot shape,low qual fin sf,ms subclass,ms zoning,mas vnr area,mas vnr type,misc feature,misc val,mo sold,neighborhood,open porch sf,overall cond,overall qual,pid,paved drive,pool area,pool qc,roof matl,roof style,sale type,saleprice,screen porch,street,totrms abvgrd,total bsmt sf,utilities,wood deck sf,year built,year remod/add,yr sold
1013,0,0,NA,2,1Fam,2,1,0.0,0.0,3,1013.0,0.0,0.0,1,1,N,Feedr,Feedr,5,156,Fa,Fa,Plywood,Plywood,3,0,0,CBlock,1,Typ,0.0,0.0,0,0,0,0,0.0,1526,0,GasA,TA,1.5Fin,943,1,Fa,Lvl,Gtl,8470,Corner,105.0,IR1,513,50,C (all),0.0,0,0,0,10,IDOTRR,0,2,3,911103050,N,0,0,CompShg,Hip,ConLD,85000,0,Pave,6,1013.0,AllPub,0,1915,1982,2009
786,390,0,NA,2,1Fam,3,1,0.0,0.0,3,698.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,MetalSd,MetalSd,0,0,0,BrkTil,1,Typ,624.0,2.0,3,1,3,1,1999.0,1176,0,GasA,TA,1.5Fin,735,1,TA,Lvl,Gtl,6000,Inside,50.0,Reg,0,50,RM,0.0,0,0,0,7,BrkSide,0,9,6,903226170,N,0,0,CompShg,Gable,WD ,134900,0,Pave,4,698.0,AllPub,210,1937,2000,2009
1057,0,0,NA,3,1Fam,3,2,0.0,1.0,3,1057.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,288.0,1.0,3,1,3,5,1955.0,1057,0,GasA,Gd,1Story,2741,1,Gd,Lvl,Gtl,10519,Inside,70.0,Reg,0,20,RL,164.0,1,0,0,3,Edwards,0,8,5,905451410,Y,0,0,CompShg,Hip,WD ,137000,0,Pave,6,1057.0,AllPub,0,1955,1999,2006
2113,0,0,NA,2,1Fam,3,4,1.0,0.0,4,413.0,1696.0,0.0,6,1,Y,Norm,Norm,5,0,Gd,Gd,MetalSd,MetalSd,0,3,1,PConc,2,Typ,839.0,3.0,3,3,3,5,1995.0,2113,1,GasA,Ex,1Story,1106,1,Gd,Lvl,Gtl,10437,Inside,91.0,IR1,0,20,RL,660.0,3,0,0,8,NoRidge,46,6,8,528363110,Y,0,0,CompShg,Hip,WD ,350000,0,Pave,7,2109.0,AllPub,236,1995,1995,2008
1387,0,0,NA,3,1Fam,3,2,1.0,0.0,3,462.0,373.0,108.0,5,3,Y,Norm,Norm,5,240,TA,TA,MetalSd,MetalSd,0,3,1,CBlock,1,Typ,300.0,1.0,3,2,3,5,1974.0,1387,0,GasA,TA,1Story,2375,1,TA,Lvl,Gtl,7514,Inside,65.0,Reg,0,20,RL,0.0,0,0,0,9,NAmes,0,7,5,527452290,Y,0,0,CompShg,Hip,WD ,145000,0,Pave,6,943.0,AllPub,0,1967,1975,2006
1722,1036,0,NA,4,1Fam,3,4,0.0,0.0,5,1704.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,MetalSd,MetalSd,0,5,1,PConc,2,Typ,814.0,3.0,3,3,3,3,2005.0,2758,1,GasA,Ex,2Story,1701,1,Ex,Lvl,Gtl,13654,CulDSac,118.0,IR1,0,60,RL,365.0,3,0,0,5,NridgHt,55,5,9,528118040,Y,0,0,CompShg,Gable,WD ,418000,0,Pave,9,1704.0,AllPub,282,2005,2006,2007
840,0,0,NA,2,1Fam,3,1,0.0,0.0,3,798.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,0,0,0,PConc,1,Typ,250.0,1.0,2,1,3,1,1938.0,840,0,GasA,Gd,1Story,2657,1,Fa,Lvl,Gtl,5747,Inside,48.0,Reg,0,30,RM,0.0,0,0,0,6,OldTown,0,4,3,902207110,N,0,0,CompShg,Gable,WD ,64000,0,Pave,5,798.0,AllPub,112,1920,1950,2006
848,672,0,Pave,3,1Fam,3,1,0.0,0.0,3,611.0,182.0,0.0,3,1,Y,Norm,Norm,5,56,TA,TA,VinylSd,Stucco,0,0,0,BrkTil,1,Typ,281.0,1.0,3,1,3,1,1968.0,1520,0,GasA,Ex,1.5Fin,907,1,TA,Bnk,Gtl,4500,Inside,55.0,IR2,0,50,RH,0.0,0,0,0,7,SWISU,0,5,5,909129100,Y,0,0,CompShg,Gable,WD ,159434,0,Pave,6,793.0,AllPub,0,1932,2000,2009
1542,0,0,NA,3,1Fam,3,1,1.0,0.0,4,322.0,1220.0,0.0,6,1,Y,Feedr,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,852.0,3.0,3,1,3,5,2007.0,1542,0,GasA,Ex,1Story,1777,1,Gd,Lvl,Gtl,11830,Inside,91.0,Reg,0,20,RL,164.0,3,0,0,7,Somerst,110,5,8,528427100,Y,0,0,CompShg,Gable,New,260261,0,Pave,6,1542.0,AllPub,168,2007,2007,2007
910,475,0,NA,4,1Fam,3,1,0.0,0.0,3,403.0,507.0,0.0,3,1,Y,Artery,Norm,5,0,Fa,TA,BrkFace,Wd Sdng,3,0,0,CBlock,2,Typ,720.0,2.0,3,1,3,1,2000.0,1385,0,GasA,Fa,1.5Fin,164,1,TA,Lvl,Gtl,8520,Corner,71.0,Reg,0,50,RL,0.0,0,0,0,6,NAmes,0,4,5,535454070,Y,0,0,CompShg,Gable,WD ,166000,0,Pave,6,910.0,AllPub,0,1952,1952,2010
936,0,0,NA,3,1Fam,3,3,1.0,0.0,3,162.0,734.0,0.0,5,1,Y,Norm,Norm,5,160,TA,TA,HdBoard,HdBoard,0,1,1,CBlock,1,Typ,288.0,1.0,3,2,3,5,1962.0,936,0,GasA,TA,SFoyer,1973,1,TA,Lvl,Gtl,6760,Inside,66.0,Reg,0,85,RL,0.0,0,0,0,10,NAmes,90,5,5,535478040,Y,0,0,CompShg,Gable,WD ,130000,0,Pave,6,896.0,AllPub,24,1962,1962,2007
824,464,0,NA,4,1Fam,2,1,0.0,0.0,2,440.0,384.0,0.0,2,1,N,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,Typ,240.0,1.0,3,1,3,1,1941.0,1288,0,GasA,TA,1.5Fin,2857,1,TA,Lvl,Gtl,6191,Corner,51.0,Reg,0,50,RL,0.0,0,0,0,11,SWISU,0,4,5,909256020,Y,0,0,CompShg,Gable,WD ,112000,0,Pave,6,824.0,AllPub,0,1941,1950,2006
1128,0,0,NA,3,1Fam,3,2,1.0,0.0,3,344.0,776.0,0.0,5,1,Y,Norm,Norm,5,123,Gd,TA,MetalSd,MetalSd,3,0,0,CBlock,2,Typ,525.0,2.0,3,2,3,5,1963.0,1128,0,GasA,Gd,1Story,1208,1,TA,Lvl,Gtl,8700,Inside,80.0,Reg,0,20,RL,148.0,3,0,0,12,NAmes,20,6,5,534400030,Y,0,0,CompShg,Hip,WD ,155000,0,Pave,6,1120.0,AllPub,192,1963,1963,2008
774,1194,0,NA,4,1Fam,3,1,0.0,0.0,5,774.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,680.0,3.0,3,3,3,3,2009.0,1968,1,GasA,Ex,2Story,319,1,Ex,Lvl,Gtl,12003,Corner,92.0,Reg,0,60,RL,84.0,3,0,0,5,Timber,75,5,8,916386090,Y,0,0,CompShg,Gable,New,269500,0,Pave,8,774.0,AllPub,0,2009,2010,2010
1246,0,0,NA,3,1Fam,3,1,1.0,0.0,3,307.0,939.0,0.0,5,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,4,2,CBlock,1,Typ,441.0,2.0,3,2,3,5,1964.0,1246,0,GasA,TA,SLvl,2567,1,TA,Lvl,Gtl,12700,Inside,66.95277989337396,IR1,0,80,RL,0.0,0,0,0,11,NAmes,69,5,6,535103070,Y,0,0,CompShg,Gable,WD ,172000,0,Pave,6,1246.0,AllPub,0,1964,1964,2006
960,780,0,NA,3,1Fam,3,1,0.0,0.0,3,390.0,410.0,0.0,4,1,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,0,4,2,CBlock,1,Typ,240.0,1.0,3,1,3,5,1940.0,1740,1,GasA,TA,2Story,2222,1,TA,Lvl,Gtl,13125,Inside,75.0,Reg,0,70,RL,0.0,0,0,0,7,Crawfor,0,6,7,909425270,Y,0,0,CompShg,Gable,CWD,219500,0,Pave,6,800.0,AllPub,0,1940,1984,2007
925,0,0,NA,2,1Fam,3,1,1.0,0.0,3,744.0,181.0,0.0,5,1,Y,RRAe,Norm,5,0,TA,TA,HdBoard,HdBoard,0,0,0,PConc,1,Typ,484.0,2.0,3,1,3,1,1990.0,925,0,GasA,Gd,1Story,2493,1,TA,Lvl,Gtl,8638,Inside,66.95277989337396,IR1,0,20,RL,0.0,0,0,0,10,Sawyer,74,6,5,532376250,Y,0,0,CompShg,Gable,WD ,133500,0,Pave,5,925.0,AllPub,203,1963,1963,2006
774,656,0,NA,3,1Fam,3,1,0.0,0.0,4,384.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,VinylSd,VinylSd,0,3,1,PConc,2,Typ,400.0,2.0,3,2,3,3,2000.0,1430,1,GasA,Ex,SLvl,1757,1,TA,Lvl,Gtl,9967,Inside,76.0,IR1,0,80,RL,0.0,0,0,0,12,Gilbert,0,5,7,528280150,Y,0,0,CompShg,Gable,WD ,170000,0,Pave,8,384.0,AllPub,100,2000,2000,2007
930,636,0,Grvl,3,1Fam,3,1,0.0,0.0,3,930.0,0.0,0.0,1,1,N,Norm,Norm,5,246,Gd,Gd,Wd Sdng,Wd Sdng,0,0,0,BrkTil,2,Typ,288.0,1.0,3,1,3,1,1930.0,1566,0,GasW,TA,2Story,184,1,Gd,Lvl,Gtl,9600,Corner,60.0,Reg,0,70,RM,0.0,0,0,0,4,OldTown,228,9,8,902305110,Y,0,0,CompShg,Gable,WD ,150000,0,Pave,7,930.0,AllPub,54,1900,2003,2010
950,0,0,NA,2,1Fam,3,1,0.0,0.0,3,232.0,624.0,128.0,4,2,N,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,2,0,0,PConc,1,Typ,400.0,2.0,3,1,3,1,1953.0,950,0,GasW,TA,1Story,1248,1,TA,Lvl,Sev,12774,Inside,66.95277989337396,Reg,0,20,RL,0.0,0,0,0,7,NAmes,32,5,5,535302140,Y,0,0,CompShg,Hip,WD ,130000,0,Pave,5,984.0,AllPub,0,1953,1953,2008
1144,0,0,NA,3,1Fam,3,3,1.0,0.0,3,102.0,748.0,294.0,5,4,Y,Norm,Norm,5,0,Gd,TA,HdBoard,HdBoard,0,3,1,CBlock,1,Typ,796.0,1.0,3,2,3,5,1959.0,1144,0,GasA,TA,SLvl,2574,1,TA,Lvl,Gtl,8163,Inside,70.0,Reg,0,80,RL,128.0,3,0,0,3,NAmes,0,6,5,535152070,Y,0,0,CompShg,Gable,WD ,143000,0,Pave,6,1144.0,AllPub,86,1959,1959,2006
1114,0,0,NA,3,1Fam,3,1,1.0,0.0,3,1114.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,Gd,TA,Plywood,Plywood,0,0,0,CBlock,1,Typ,451.0,2.0,3,2,3,5,1961.0,1114,0,GasA,TA,1Story,1215,1,TA,Lvl,Gtl,9900,Corner,90.0,Reg,0,20,RL,0.0,0,0,0,5,NAmes,0,5,5,534403260,Y,0,0,CompShg,Gable,COD,140000,164,Pave,5,1114.0,AllPub,0,1961,1961,2008
2223,0,0,NA,3,1Fam,3,4,1.0,0.0,4,343.0,1880.0,0.0,5,1,Y,Norm,Norm,5,0,Gd,TA,Plywood,Plywood,0,4,2,CBlock,2,Typ,516.0,2.0,3,3,3,5,1973.0,2223,0,GasA,Ex,1Story,1614,1,TA,Lvl,Gtl,13651,Inside,95.0,IR1,0,20,RL,1115.0,3,0,0,2,NAmes,0,6,7,526355170,Y,0,0,CompShg,Gable,WD ,244000,0,Pave,8,2223.0,AllPub,300,1973,1973,2007
581,530,0,NA,3,1Fam,2,1,0.0,0.0,3,530.0,0.0,0.0,1,1,N,Norm,Norm,5,144,TA,TA,MetalSd,MetalSd,0,0,0,BrkTil,1,Typ,288.0,1.0,3,1,3,1,1935.0,1111,0,GasA,TA,2.5Unf,2039,1,Fa,Lvl,Gtl,7200,Inside,60.0,Reg,0,75,RM,0.0,0,0,0,3,IDOTRR,0,7,5,903458020,N,0,0,CompShg,Gable,WD ,101000,0,Pave,6,530.0,AllPub,0,1920,1996,2007
960,0,0,Grvl,3,1Fam,3,1,0.0,0.0,3,960.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,0,0,CBlock,1,Typ,624.0,2.0,3,1,3,1,2002.0,960,0,GasA,Ex,1Story,2669,1,TA,Lvl,Gtl,9750,Inside,65.0,Reg,0,20,RM,0.0,0,4,4500,7,OldTown,0,5,5,902406030,Y,0,0,CompShg,Hip,WD ,125000,0,Pave,5,960.0,AllPub,0,1958,1958,2006
932,701,0,NA,3,1Fam,3,1,0.0,0.0,4,932.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,VinylSd,VinylSd,0,3,1,PConc,2,Typ,460.0,2.0,3,3,3,5,1998.0,1633,1,GasA,Gd,2Story,1005,1,TA,Lvl,Gtl,11184,Corner,73.0,IR1,0,60,RL,0.0,0,0,0,4,Gilbert,39,5,6,527162180,Y,0,0,CompShg,Gable,WD ,183000,0,Pave,7,932.0,AllPub,0,1998,1998,2008
929,929,0,NA,5,1Fam,3,1,0.0,0.0,3,755.0,0.0,0.0,1,1,Y,Norm,Norm,5,30,TA,TA,Wd Sdng,Wd Sdng,3,0,0,CBlock,1,Typ,0.0,0.0,0,0,0,0,0.0,2229,0,GasA,Ex,2.5Fin,753,1,TA,Lvl,Gtl,5520,Corner,92.0,Reg,371,75,RM,0.0,0,0,0,7,OldTown,198,6,6,903430060,Y,0,0,CompShg,Gable,WD ,104000,0,Pave,8,755.0,AllPub,0,1912,1950,2009
984,0,0,NA,2,1Fam,3,1,1.0,0.0,3,936.0,0.0,0.0,1,1,Y,Feedr,Norm,4,0,TA,TA,MetalSd,MetalSd,2,0,0,CBlock,1,Typ,280.0,1.0,3,1,3,1,1954.0,984,0,GasA,TA,1.5Unf,1275,1,TA,Lvl,Gtl,6390,Corner,64.0,Reg,0,45,RL,0.0,0,0,0,6,NAmes,0,7,6,535455060,Y,0,0,CompShg,Gable,WD ,112500,0,Pave,4,936.0,AllPub,0,1954,1954,2008
1686,0,0,NA,3,1Fam,3,1,1.0,0.0,4,0.0,625.0,1061.0,4,2,Y,Norm,Norm,5,0,Gd,TA,Plywood,Plywood,0,3,1,CBlock,2,Typ,612.0,2.0,3,1,3,5,1980.0,1686,0,GasA,TA,1Story,2350,1,TA,Lvl,Gtl,10240,Inside,79.0,Reg,0,20,RL,157.0,3,0,0,5,NWAmes,131,6,6,527355280,Y,0,0,CompShg,Gable,WD ,207500,0,Pave,7,1686.0,AllPub,384,1980,1980,2006
1614,0,0,NA,3,1Fam,3,4,0.0,0.0,4,1558.0,56.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,576.0,2.0,3,3,3,5,2005.0,1614,0,GasA,Ex,1Story,2762,1,Gd,Lvl,Gtl,9316,Inside,78.0,Reg,0,20,RL,140.0,3,0,0,3,CollgCr,45,5,7,906394040,Y,0,0,CompShg,Gable,WD ,225000,0,Pave,7,1614.0,AllPub,100,2005,2005,2006
864,0,0,NA,3,1Fam,3,1,0.0,0.0,3,427.0,437.0,0.0,4,1,Y,Norm,Norm,5,0,TA,TA,VinylSd,VinylSd,3,0,0,CBlock,1,Typ,297.0,1.0,3,1,3,1,1977.0,864,0,GasA,Ex,1Story,2788,1,TA,Low,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,0,0,0,3,CollgCr,0,8,5,907227090,Y,0,0,CompShg,Gable,WD ,119900,0,Pave,5,864.0,AllPub,0,1972,1972,2006
1740,0,0,NA,4,1Fam,4,1,0.0,0.0,5,1721.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,874.0,3.0,3,2,3,5,2006.0,1740,0,GasA,Ex,1Story,2384,1,Gd,Lvl,Gtl,12228,Corner,108.0,Reg,0,20,RL,206.0,1,0,0,9,NridgHt,43,5,7,528112010,Y,0,0,CompShg,Hip,New,293000,0,Pave,8,1721.0,AllPub,0,2006,2006,2006
1721,0,0,NA,3,1Fam,3,1,0.0,0.0,3,891.0,570.0,0.0,3,1,Y,Norm,Norm,5,180,TA,TA,Plywood,Plywood,3,3,1,CBlock,2,Min1,440.0,2.0,3,2,3,5,1968.0,1721,1,GasA,Gd,1Story,2716,1,TA,Lvl,Gtl,10335,Inside,78.0,IR1,0,20,RL,0.0,0,0,0,7,Sawyer,96,6,5,905107240,Y,0,0,CompShg,Gable,WD ,180000,0,Pave,7,1461.0,AllPub,0,1968,1993,2006
1034,0,0,NA,3,1Fam,3,3,1.0,0.0,3,473.0,539.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,0,0,CBlock,1,Typ,888.0,3.0,3,1,3,5,1976.0,1034,0,GasA,TA,SLvl,313,1,TA,Lvl,Gtl,12328,Inside,66.95277989337396,IR1,0,80,RL,335.0,3,0,0,5,Mitchel,0,5,6,914478045,Y,0,0,CompShg,Gable,WD ,169900,0,Pave,6,1012.0,AllPub,0,1976,1976,2010
1318,584,0,NA,4,Duplex,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,Y,RRAe,Norm,5,0,TA,TA,VinylSd,VinylSd,0,0,0,Slab,2,Typ,539.0,2.0,3,1,3,5,1978.0,1902,0,GasA,TA,1.5Fin,84,2,TA,Lvl,Gtl,8930,Inside,68.0,Reg,0,90,RM,0.0,0,0,0,4,Sawyer,0,5,6,532351140,Y,0,0,CompShg,Gable,WD ,112000,0,Pave,8,0.0,AllPub,0,1978,1978,2010
1097,0,0,NA,3,1Fam,3,1,0.0,0.0,4,702.0,338.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,Plywood,4,0,0,PConc,2,Typ,480.0,2.0,3,1,3,5,1986.0,1097,0,GasA,TA,1Story,81,1,TA,Lvl,Gtl,9672,Corner,81.0,Reg,0,20,RL,0.0,0,0,0,5,SawyerW,0,5,6,531453010,Y,0,0,CompShg,Hip,WD ,152000,0,Pave,6,1040.0,AllPub,0,1984,1985,2010
1117,1089,0,NA,4,1Fam,3,3,0.0,0.0,4,1090.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,670.0,3.0,3,3,3,3,2005.0,2206,1,GasA,Ex,2Story,2389,1,Ex,Lvl,Gtl,13975,Corner,120.0,IR1,0,60,RL,525.0,3,0,0,8,NridgHt,95,5,9,528118110,Y,0,0,CompShg,Hip,New,300000,0,Pave,10,1090.0,AllPub,148,2005,2006,2006
1117,0,0,NA,3,1Fam,3,3,1.0,0.0,3,480.0,422.0,127.0,5,4,Y,Norm,Norm,5,0,TA,TA,Plywood,Plywood,3,3,1,CBlock,1,Typ,672.0,2.0,3,1,3,1,1976.0,1117,0,GasA,TA,SLvl,280,1,TA,Lvl,Gtl,7819,Inside,94.0,Reg,0,80,RL,0.0,0,0,0,3,Edwards,0,5,6,908152080,Y,0,0,CompShg,Gable,WD ,107000,0,Pave,6,1029.0,AllPub,144,1976,1976,2010
1246,1044,0,NA,4,2fmCon,3,1,0.0,0.0,3,777.0,0.0,0.0,1,1,Y,Norm,Norm,5,114,TA,TA,VinylSd,AsbShng,0,0,0,PConc,2,Typ,560.0,2.0,3,1,3,1,1971.0,2290,0,GasA,Gd,2Story,190,2,TA,Lvl,Gtl,11340,Inside,60.0,Reg,0,190,RM,0.0,0,0,0,4,OldTown,0,6,4,902402250,N,0,0,CompShg,Gable,WD ,122500,0,Pave,11,777.0,AllPub,0,1885,1950,2010
483,465,0,NA,2,Twnhs,3,1,0.0,0.0,3,207.0,276.0,0.0,5,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,0,0,CBlock,1,Typ,264.0,1.0,3,1,3,1,1972.0,948,1,GasA,TA,2Story,2371,1,TA,Lvl,Gtl,1680,Inside,21.0,Reg,0,160,RM,504.0,3,0,0,7,BrDale,0,5,6,527451450,Y,0,0,CompShg,Gable,WD ,89000,0,Pave,5,483.0,AllPub,0,1972,1972,2006
600,319,0,NA,3,1Fam,3,1,0.0,0.0,2,232.0,368.0,0.0,2,1,N,Norm,Norm,5,45,TA,TA,VinylSd,VinylSd,3,0,0,CBlock,1,Typ,231.0,1.0,3,1,3,1,1940.0,919,0,GasA,Ex,1.5Fin,213,1,TA,Bnk,Mod,6001,Inside,65.0,IR1,0,50,RL,0.0,0,0,0,3,SWISU,0,5,6,904350045,Y,0,0,CompShg,Gable,WD ,95000,0,Pave,5,600.0,AllPub,0,1940,1950,2010
1152,0,0,NA,3,1Fam,3,1,1.0,0.0,3,912.0,0.0,0.0,1,1,Y,RRAn,Norm,5,0,TA,TA,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,412.0,2.0,3,2,3,5,1968.0,1152,1,GasA,Ex,1Story,1864,1,TA,Lvl,Gtl,11700,Inside,78.0,Reg,0,20,RL,41.0,3,0,0,9,NWAmes,126,6,6,534125120,Y,0,0,CompShg,Gable,CWD,143450,0,Pave,7,912.0,AllPub,0,1968,1968,2007
1627,707,0,NA,3,1Fam,3,1,0.0,0.0,5,1590.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Ex,VinylSd,VinylSd,0,4,1,PConc,2,Typ,751.0,3.0,3,3,3,5,2009.0,2334,1,GasA,Ex,2Story,37,1,Ex,Lvl,Gtl,12858,Inside,102.0,IR1,0,60,RL,162.0,1,0,0,1,NridgHt,133,5,9,528108120,Y,0,0,CompShg,Gable,New,376162,0,Pave,10,1590.0,AllPub,144,2009,2010,2010
1264,0,0,NA,3,1Fam,3,1,1.0,0.0,3,571.0,697.0,0.0,3,1,Y,Feedr,Norm,5,0,TA,TA,MetalSd,HdBoard,0,4,2,CBlock,1,Typ,461.0,2.0,3,1,3,5,1960.0,1264,0,GasA,TA,1Story,146,1,TA,Lvl,Gtl,9300,Inside,73.0,Reg,0,20,RL,324.0,3,0,0,4,NAmes,0,5,5,535175070,Y,0,0,CompShg,Gable,WD ,167500,143,Pave,6,1268.0,AllPub,0,1960,1960,2010
1224,0,0,NA,2,Duplex,3,3,2.0,0.0,4,0.0,1086.0,0.0,6,1,Y,Feedr,Norm,5,0,TA,TA,Plywood,Plywood,0,3,2,CBlock,0,Typ,528.0,2.0,3,1,3,1,1979.0,1224,2,GasA,TA,SFoyer,809,2,TA,Bnk,Gtl,7018,Inside,64.0,Reg,0,90,RL,275.0,1,0,0,6,SawyerW,0,5,5,906226080,Y,0,0,CompShg,Gable,WD ,153337,0,Pave,6,1086.0,AllPub,120,1979,1979,2009
697,672,0,NA,3,1Fam,3,1,1.0,0.0,3,121.0,551.0,0.0,4,1,N,Artery,Norm,5,0,Gd,TA,Wd Sdng,Wd Sdng,0,0,0,BrkTil,2,Typ,300.0,1.0,3,1,3,1,1930.0,1369,0,GasA,TA,2Story,767,1,TA,Lvl,Gtl,6629,Inside,54.0,Reg,0,70,RH,0.0,0,0,0,7,Edwards,0,6,6,904351200,Y,0,0,CompShg,Gambrel,WD ,103600,0,Pave,6,672.0,AllPub,147,1925,1950,2009
894,0,0,NA,3,1Fam,4,3,1.0,0.0,3,0.0,182.0,712.0,2,5,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,3,0,0,CBlock,1,Typ,308.0,1.0,3,1,3,5,1976.0,894,0,GasA,TA,1Story,262,1,TA,Lvl,Gtl,10650,Corner,75.0,Reg,0,20,RL,0.0,0,0,0,2,CollgCr,0,6,5,907200340,Y,0,0,CompShg,Gable,WD ,128200,0,Pave,5,894.0,AllPub,365,1976,1976,2010
769,804,0,NA,3,Twnhs,3,1,0.0,0.0,4,378.0,378.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,MetalSd,MetalSd,0,0,0,PConc,2,Typ,440.0,2.0,3,1,3,1,2000.0,1573,1,GasA,Ex,2Story,101,1,Gd,Lvl,Gtl,2117,Inside,66.95277989337396,Reg,0,160,FV,216.0,3,0,0,6,Somerst,32,5,6,533221090,Y,0,0,CompShg,Gable,WD ,177500,0,Pave,5,756.0,AllPub,0,2000,2000,2010
1687,563,0,NA,3,1Fam,3,4,1.0,0.0,4,1093.0,578.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,5,1,PConc,2,Typ,756.0,3.0,3,3,3,5,2002.0,2250,1,GasA,Ex,2Story,48,1,Gd,Lvl,Gtl,13650,Corner,105.0,Reg,0,60,RL,232.0,3,0,0,6,NridgHt,130,5,8,528176070,Y,0,0,CompShg,Gable,WD ,320000,0,Pave,7,1671.0,AllPub,238,2002,2002,2010
819,695,0,NA,3,1Fam,3,1,1.0,0.0,4,111.0,683.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,VinylSd,VinylSd,0,3,1,PConc,2,Typ,394.0,2.0,3,3,3,5,2000.0,1514,1,GasA,Ex,2Story,489,1,TA,Lvl,Gtl,8433,Inside,42.0,IR1,0,60,RL,0.0,0,0,0,6,Gilbert,72,5,6,528290180,Y,0,0,CompShg,Gable,WD ,190000,0,Pave,7,794.0,AllPub,0,2000,2000,2009
672,546,0,NA,3,Twnhs,3,1,0.0,0.0,3,672.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,CemntBd,CmentBd,0,0,0,CBlock,1,Typ,0.0,0.0,0,0,0,0,0.0,1218,1,GasA,TA,2Story,2369,1,TA,Lvl,Gtl,1680,Inside,21.0,Reg,0,160,RM,236.0,3,0,0,4,BrDale,0,5,6,527451200,N,0,0,CompShg,Gable,WD ,91500,0,Pave,7,672.0,AllPub,201,1971,1971,2006
811,576,0,NA,3,2fmCon,3,1,0.0,0.0,3,811.0,0.0,0.0,1,1,Y,Norm,Norm,4,0,TA,TA,Wd Sdng,Wd Sdng,0,0,0,CBlock,2,Typ,256.0,1.0,3,1,3,3,1954.0,1387,0,GasA,TA,1.5Fin,707,2,Gd,Lvl,Gtl,6000,Inside,50.0,Reg,0,190,RM,0.0,0,0,0,11,OldTown,0,4,5,902202150,Y,0,0,CompShg,Gable,WD ,93000,0,Pave,7,811.0,AllPub,0,1954,1954,2009
649,668,0,Pave,3,1Fam,3,1,0.0,0.0,3,649.0,0.0,0.0,1,1,N,Feedr,Norm,5,172,Fa,TA,BrkFace,BrkFace,3,0,0,BrkTil,1,Typ,250.0,1.0,2,1,3,1,1920.0,1317,0,GasA,TA,2Story,1556,1,TA,Lvl,Gtl,8500,Inside,50.0,Reg,0,70,C (all),0.0,0,0,0,7,IDOTRR,54,4,4,911102170,N,0,0,CompShg,Gambrel,WD ,40000,0,Pave,6,649.0,AllPub,0,1920,1950,2008
